"session_date","session_day","time_block","duration_minutes","room","session_kind","plenum_kind","session_type","tracks","recording_status","title","speakers","speaker_org_titles","description_clean","status","liveUrl","recordingUrl","session_id"
2026-06-18,"Thursday","10:15 AM - 11:15 AM",60,"National Harbor 12-13","Content","Concurrent","","Video","This session *will not* be recorded ⛔️","OPEN MIC: News director forum, what keeps us up at night","Jodie Fleischer; Letitia Walker; Matt Goldberg; Matthew Mosk","Cox Media Group, Managing Editor of Investigative Content and Collaborations | Head of CBS News Investigations | VP & News Director, CBS LA | WBRZ News Director","A lively discussion (and support group) for Newsroom Managers to share your reality check on the evolution of television news. From navigating budget cuts and layoffs, to journalist safety, pivoting to new platforms, challenges finding qualified talent, what you're looking for in your next hire, and everything in between. Come join us to share your thoughts! This session will not be recorded.","Accepted",NA,NA,"1234172"
2026-06-18,"Thursday","10:15 AM - 11:15 AM",60,"National Harbor 2","Content","Concurrent","Panel","","This session *will* be recorded ✅","Do try this at home: Tools and tips to investigate Washington from anywhere","Cheryl Phillips; Deborah J. Nelson; Derek Willis; Gabriel Pietrorazio","Big Local News Founder/Lecturer, Stanford University | Senior Broadcast Field Correspondent, KJZZ | University of Maryland","What happens in Washington doesn't stay in Washington. We'll provide a treasure trove of OSINT, digital tools, reporting strategies and IRE resources to help you (quickly and cheaply) follow the investigative trail from Washington to your community and back.","Accepted",NA,NA,"1147892"
2026-06-18,"Thursday","10:15 AM - 11:15 AM",60,"National Harbor 3","Content","Concurrent","Panel","Career advice","This session *will* be recorded ✅","After the cut: Surviving and rebuilding investigative careers after buyouts and layoffs","Cindy Galli; Emma Carew Grovum; Martha Mendoza; Trenton Daniel","Director, Justice and Legal Reporting, MS NOW | FRONTLINE/PBS | Healthbeat | Kimbap Media","Day One: Don’t panic. Day Two: Sign out of your socials. Day Three: Make a To Do List. Buyouts and layoffs have become a recurring reality in investigative journalism, often disrupting long-term projects, professional identity, and financial stability. This session focuses on how investigative reporters can strategically manage the aftermath—professionally, practically, and psychologically—while continuing to do accountability work. Panelists will share concrete strategies for protecting investigations in progress, preserving sources and data, and navigating legal and ethical obligations during transitions. The session will explore career pathways beyond traditional newsrooms, including nonprofit investigative outlets, collaborations, fellowships, freelancing, teaching, and entrepreneurial models. Attendees will also share their experiences negotiating exits, understanding severance and noncompete clauses, rebuilding income streams, and maintaining investigative rigor outside legacy structures. Grounded in real experiences, this session aims to provide investigative journalists with tools not just to endure industry upheaval, but to adapt and continue producing impactful work.","Accepted",NA,NA,"1146011"
2026-06-18,"Thursday","10:15 AM - 11:15 AM",60,"National Harbor 4-5","Content","Concurrent","Panel","","This session *will* be recorded ✅","Following the money: Crypto tracing for business and crime reporting","Annys Shin; Anthony Cormier; Spencer Woodman","Bloomberg | ICIJ | The International Consortium of Investigative Journalists","Criminals, sanctions-evaders and corrupt actors are increasingly turning to the alternate financial system of cryptocurrency to discreetly move money. A contradiction exists at the heart of crypto: The technology offers users deep anonymity, but it also records key details of most transactions in a public ledger known as the blockchain. With the right tools, analyzing these public records can lead to big reporting breaks. This session will walk participants through the specific methodologies behind ICIJ's year-long Coin Laundry investigation, which showed how the world's largest crypto firms have profited of off scams, hacks and other crimes. The session will be targeted toward a wide audience. Previous experience in crypto investigations will not be necessary. The session can be broken into three general sections. First: Crypto 101. We'll first walk participants through some 101 basics. What is cryptocurrency? What is a crypto currency address? What are blockchains and what are the meaningful differences for reporters between the blockchains? Second: How to gather basic crypto intel. Here, we'll show the crowd how ICIJ identified cryptocurrency addresses tied to individuals, crime groups or companies we were interested in covering. We will show participants where to look for illicit cryptocurrency addresses and how to verify the accuracy of crypto address ownership. Here, we will introduce participants to the excellent tool Arkham Intelligence. We’ll show participants how to use this tool and also discuss its limitations. Third, How to start tracing crypto transactions. Here we'll show participants how, once they have identified a cryptocurrency address of interest, to begin simple tracing using open-source tools. A key part of this is using primary source material to fact-check the tracing. As part of this process, it's important to walk participants through basic points on how mainstream crypto exchanges work. This will include a brief discussion on how to leverage APIs of open source blockchain explorers like Arkham Intelligence and Tronscan to get solid analysis. At this point in the presentation, I can invite participants to open their laptops and do a simple cryptocurrency trace using Arkham Intelligence, and then perform a simple fact-check of Arkham's tracing results. Participants can also bring cryptocurrency addresses they are interested in examining to the panel to look at in real-time. (I am pitching this as a panel but it could likely be done in workshop format as well.) Finally, we'll have a few closing comments on best practices we learned around having experts help validate and expand on our crypto tracing.","Accepted",NA,NA,"1190217"
2026-06-18,"Thursday","11:15 AM - 11:30 AM",15,"Conference-wide","Service / break","Plenary","","","","15 min break","","","",NA,NA,NA,"b6577c78-ad6e-4e89-8cd5-11347355bb97"
2026-06-18,"Thursday","11:30 AM - 12:30 PM",60,"Maryland 1-2","Content","Concurrent","Demo","Tools & tech","This session *will* be recorded ✅","Investigate like the AP: Using Everlaw legal tools in news","Aaron Kessler; Aaron Patton; Chris Miles; Lena Inthisenesouk","Media Partnerships Lead, Everlaw for Good | Sales Development Representative | Solutions Architect, Everlaw | The Associated Press, Investigative Data Journalist","Aaron Kessler, data and investigative journalist at the Associated Press, talks about how his team uses Everlaw in document-heavy investigations. Also see how Everlaw's document review and discovery platform can help reporters dig deeper into large document sets, understand data, surface insights, and streamline their investigations to chart a straighter path to the truth. Learn more at: https://www.everlaw.com/forgood/","Accepted",NA,NA,"1229828"
2026-06-18,"Thursday","11:30 AM - 12:30 PM",60,"Maryland 3-4","Content","Concurrent","Hands-on training","Beat reporting; Data analysis; Hands on; Story ideas","This session *will not* be recorded ⛔️","Basic campaign finance for the 2026 midterms","Aidan Hughes; Sam Stockbridge","Data Journalist, Howard Center for Investigative Journalism | Elections & Investigations Reporter, Central Florida Public Media","With the midterms coming up this year, there are more opportunities than ever to investigate local, state and federal campaign finances. In this session, we'll practice navigating FEC filings, finding key figures and turning them into compelling stories. We'll also review common pitfalls in FEC data, such as how to avoid double-counting pass-through PAC contributions and how to classify in-kind contributions (and what those are!). Attendees will need to bring their own laptops (preferably no tablets) for the training.","Accepted",NA,NA,"1190199"
2026-06-18,"Thursday","11:30 AM - 12:30 PM",60,"Maryland A","Content","Concurrent","Panel","Video","","The art of the interview","Allya Davidson; David Hammer; Julie Watts","CBS News California Investigative Correspondent  | Chief Investigative Reporter, WWL Louisiana | Executive producer, the fifth estate, Canadian Broadcasting Corporation","From finding people to talk and convincing them to go on camera, to tough accountability interviews and execution. We'll share tips on getting the best emotion from your interviewee, unscheduled/accountability interviews. We'll also share ways to avoid re-traumatizing victims when addressing tough conversations.","Accepted",NA,NA,"1247414"
2026-06-18,"Thursday","11:30 AM - 12:30 PM",60,"Maryland B","Content","Concurrent","Panel","","This session *will* be recorded ✅","AMA for high performers","Nicholas Whitaker","Chief Rebellion Officer for Rebellion Collective","Feeling stuck, undervalued, or out of alignment in your career? You’re not alone...and you don’t have to figure it out on your own either. Join us for an open, no-BS conversation about what it takes to navigate change with clarity, courage, and self-respect. Whether you’re negotiating a raise, plotting an exit, or redefining what success means to you, this session is a space to ask questions, get grounded, and walk away with real tools for reclaiming your career on your terms.","Accepted",NA,NA,"1221002"
2026-06-18,"Thursday","11:30 AM - 12:30 PM",60,"Maryland C","Content","Concurrent","","","This session *will not* be recorded ⛔️","Networking: Students","Avery Causley-Ingram; Karen Wei","News Editor, The Cougar (University of Houston)","Mix and mingle with peers from throughout the world to find solidarity, make new friends, and build your professional community in this fun and informal networking session. This session is for students.","Accepted",NA,NA,"1237905"
2026-06-18,"Thursday","11:30 AM - 12:30 PM",60,"National Harbor 10","Content","Concurrent","Panel","Beat reporting; Story ideas","This session *will* be recorded ✅","Investigating the impacts of the oil and gas industry","Justin Nobel; Martha Pskowski; Nick Bowlin","Investigative science journalist, Rolling Stone, DeSmog | Reporter with The Frontier and ProPublica  | Texas reporter, Inside Climate News","Learn from reporters covering the impacts of the oil and gas industry in local communities around the country. Fracking technology has allowed oil and gas production in the United States to reach record highs. But as new environmental problems emerge, the oil and gas industry is also contending with the side effects of aging, dilapidated infrastructure. In this session we will share reporting tips from reporters working in Oklahoma, Texas, Ohio and Pennsylvania to humanize the oil and gas story. They will share how to substantiate claims of environmental and health harms, where to find data sets chock-full of stories, and how to track oil and gas waste streams. We will discuss the impacts of deregulation under the Trump administration and how oil and gas accountability reporting can reach audiences across the political divide. We will also discuss how the Iran war is impacting the U.S. oil and gas industry.","Accepted",NA,NA,"1180388"
2026-06-18,"Thursday","11:30 AM - 12:30 PM",60,"National Harbor 11","Content","Concurrent","Panel","Audio/radio","This session *will* be recorded ✅","Protecting yourself and sources in your raw tape","Chiara Eisner; Rob Antle; Ximena Bustillo","CBC News, senior producer, Atlantic investigative unit | DHS + Immigration Correspondent | NPR, investigative correspondent ","When you're collecting hours and hours of tape with sources who need varied levels of protection, having a good organizational system matters more than ever. We talk about why you might not want to keep your tape forever, how to think about using transcription and other services on the cloud, and other issues that come up with sound and video recording.","Accepted",NA,NA,"1222599"
2026-06-18,"Thursday","11:30 AM - 12:30 PM",60,"National Harbor 2","Content","Concurrent","Panel","","This session *will* be recorded ✅","Don't outsource your instincts: Traditional research skills matter more in the AI era","Barbara Gray; Margot Williams","Newmark J-School, Investigative Research Instructor and Associate Professor | Research Editor","The latest tips to upgrade your traditional search skills to responsibly and ethically incorporate AI tools into your investigative research and news-gathering process. Deepen your search skills, don't outsource and lose them!","Accepted",NA,NA,"1199903"
2026-06-18,"Thursday","11:30 AM - 12:30 PM",60,"National Harbor 3","Content","Concurrent","Panel","Local news; Research","This session *will* be recorded ✅","Information session: Today's News for Tomorrow","Kristen Hare; Laura Moscoso","Director of craft and local news, Poynter Institute  | Investigative Reporters and Editors","In this session, speakers will answer questions about Today's News for Tomorrow, a collaboration between the Internet Archive, Investigative Reporters and Editors and the Poynter Institute, with support from Press Forward. The program offers newsrooms free training on digital preservation and sustained support to ensure the long-term preservation and access of their digital assets.","Accepted",NA,NA,"1237735"
2026-06-18,"Thursday","11:30 AM - 12:30 PM",60,"National Harbor 4-5","Content","Concurrent","Panel","","This session *will* be recorded ✅","How to find immigration stories in your community","Aarón Torres; Lautaro Grinspan; Nicole Foy; Wendy Fry","CalMatters immigration reporter | Immigration Reporter at The Atlanta Journal-Constitution | politics and immigration reporter | ProPublica investigative reporter","Immigration reporting goes so far beyond coverage of the border and immigration court, but too often tips focus on national scope. Many of the biggest immigration stories during the last year started locally, and local reporters who know the basics of how immigration systems work in the communities they cover are poised to tell the best version of these stories. This panel will cover the basics that local reporters who want to tell immigration stories in their community should know – establishing agency contacts, understanding the detention and deportation pathway in your area, leveraging hyperlocal networks tracking immigration arrests, how to comb for location-specific data from detentions to courts and how to build sources to tell immigration stories that touch arts, science, health, sports and more.","Accepted",NA,NA,"1180685"
2026-06-18,"Thursday","12:30 PM - 02:30 PM",120,"Conference-wide","Service / break","Plenary","","","","Lunch","","","",NA,NA,NA,"414a7ca2-f82d-48f6-8583-c7e2ca6cd243"
2026-06-19,"Friday","02:45 PM - 03:45 PM",60,"Maryland 3-4","Content","Concurrent","Hands-on training","","This session *will not* be recorded ⛔️","Coaching AI tools for investigative reporting","Charles Minshew","Senior Editor of Data Journalism at The Atlanta Journal-Constitution","AI tools like ChatGPT and Claude are most useful when you coach them, giving clear direction, pushing back on bad answers, and iterating until you get what you need. In this hands-on session, we'll use AI to draft targeted FOIA requests and iterate through them; make sense of an unfamiliar dataset by generating a data dictionary and identifying story questions; get help with Excel and spreadsheet tasks without writing code; and debug scripts when something breaks. You'll leave with reusable prompt patterns and a clear sense of where AI helps your reporting and where it will confidently make things up. No coding experience required. Attendees will need to bring their own laptops (preferably no tablets) for the training and have a free ChatGPT or Claude account.","Accepted",NA,NA,"1182063"
2026-06-19,"Friday","02:45 PM - 03:45 PM",60,"Maryland 5-6","Content","Concurrent","","Data analysis; Tools & tech","This session *will not* be recorded ⛔️","Google Sheets: Importing and data prep","","","Don't give up if your data isn't presented in a neat spreadsheet. This session will teach you how to get data into a spreadsheet and prepare it for analysis. We will look at how to import text files, deal with data in a PDF, and get a table on a web page into a spreadsheet. This session is good for: Anyone comfortable working in Google Sheets. You must bring your own laptop (no tablets) to participate in this class, and you will need a free Google account to participate.","Accepted",NA,NA,"1234207"
2026-06-19,"Friday","02:45 PM - 03:45 PM",60,"Maryland A","Content","Concurrent","Panel","Video","This session *will* be recorded ✅","The 10 things I've learned","Chris Chmura; Cristin Severance; Kyle Iboshi","Consumer Reporter, KNTV-TV (NBC Bay Area) | Investigative Reporter, KGW-TV (Portland, Oregon) | WRAL Investigative Reporter and Documentary Producer","One of IRE’s most popular sessions each year, this panel brings together veteran journalists to share the lessons that shaped their careers, changed their reporting, and helped them survive the chaos of this business. From investigations and storytelling to mistakes, burnout, leadership, and life outside the newsroom, this session is packed with practical advice, honest moments, and a little humor. Expect real talk, memorable stories, and takeaways you can actually use, no matter where you are in your career.","Accepted",NA,NA,"1238031"
2026-06-19,"Friday","02:45 PM - 03:45 PM",60,"Maryland C","Content","Concurrent","","","This session *will not* be recorded ⛔️","Networking: LGBTQ","Adam Rhodes; Laura Kurtzberg","Investigative Reporters & Editors | Investigative Reporters & Editors, Training Director and Managing Editor ","What better way to savor Pride month than to be among your community. Join us to mix, mingle and build community. This session is for people who identify as part of the LGBTQ+ community.","Accepted",NA,NA,"1237901"
2026-06-19,"Friday","02:45 PM - 03:45 PM",60,"National Harbor 10","Content","Concurrent","Panel","","This session *will* be recorded ✅","Inside the housing crisis: What every reporter needs to know","Juan Pablo Garnham","Communications manager for Eviction Lab","The housing crisis touches nearly every community — from record housing costs to rising homelessness to millions of evictions each year — yet reporting on it can feel daunting. Where are the real stories? How do you navigate the technical data? And how can newsroom work lead to accountability or change? In this session, three experts from data, academia, and storytelling break down the biggest trends, the overlooked angles, and the most useful tools for reporters on any beat. Walk away with story ideas, data sources, and a clearer roadmap for covering one of the most urgent issues in the country. Moderated by Princeton’s Eviction Lab.","Accepted",NA,NA,"1186263"
2026-06-19,"Friday","02:45 PM - 03:45 PM",60,"National Harbor 11","Content","Concurrent","Panel","","This session *will* be recorded ✅","Filing better FOIAs (getting to documents via people, and vice versa)","Josh Eidelson; Kate Martin; Suzy Khimm","APM reports | National Reporter for NBC News | Senior reporter for Bloomberg Businessweek","This session will explore how to increase your chances of receiving records that reveal significant new information to advance your story. Who and what can help you identify what records you should ask for in the first place? And how can you make itmore likely that you’ll actually receive a useful response? We will look at strategies for formulating and pursuing public records requests — treating them as an distinct reporting task, often requiring cultivating relationships, conducting interviews and other digging to help pinpoint what records could be most helpful to ask for, and ease the path to actually getting them. We will also look at how you can make the most of records to help identify potential sources for further reporting.","Accepted",NA,NA,"1222815"
2026-06-19,"Friday","02:45 PM - 03:45 PM",60,"National Harbor 12-13","Content","Concurrent","Hands-on training","","","Video show & tell: Breaking news investigations on deadline with Jatara McGee","Jatara McGee","WPXI-TV","Sign up to “Show & Tell” us about your best work and get constructive feedback from the moderator and audience. Sign-ups are required for presenters. Each presenter will have 15 minutes to share their work and receive feedback. All are welcome to attend! Sign up here: https://www.signupgenius.com/go/10C084CA8AC29A4FBCE9-64417344-video *These sessions will not be recorded.","Accepted",NA,NA,"1246379"
2026-06-19,"Friday","02:45 PM - 03:45 PM",60,"National Harbor 2","Content","Concurrent","Panel","Press freedom","This session *will* be recorded ✅","Reporting from exile: How to cover authoritarian regimes, protect sources and build trust","Clavel Rangel; Fatemeh Jamalpour; Tenzin Pema; Tibisay Zea","Freelancer | Independent Journalist, Knight Wallace Fellow 26' | Journalist - Tibet, Knight-Wallace Fellow 2025-2026 | Latin America correspondent for The World radio program","Journalists covering authoritarian regimes often continue their work from exile—but repression does not stop at the border. This panel explores how reporters investigate power across borders while navigating surveillance, threats to family members, and fear within diaspora communities. Drawing on experiences from Iran, Cuba, Venezuela, and Tibet, panelists will share practical strategies to: protect sources and collaborators across borders; build trust with communities living under fear and trauma; navigate digital and physical security risks in exile and sustain investigative work from outside the country.","Accepted",NA,NA,"1190175"
2026-06-19,"Friday","02:45 PM - 03:45 PM",60,"National Harbor 3","Content","Concurrent","Panel","Press freedom","This session *will* be recorded ✅","Media law for journalists: Newsgathering","Jeff Hermes","Deputy Director, Media Law Resource Center","In this session, you’ll learn from an experienced media attorney about the laws governing newsgathering activity, including going undercover, entering private property, using technology, gaining access to government proceedings and records, dealing with confidential sources, and more. We’ll also talk specifically about coverage of immigration enforcement and protests.","Accepted",NA,NA,"1191333"
2026-06-19,"Friday","02:45 PM - 03:45 PM",60,"National Harbor 4-5","Content","Concurrent","","","This session *will not* be recorded ⛔️","The new tactics and technologies of war","","","","Accepted",NA,NA,"1238739"
2026-06-19,"Friday","02:45 PM - 06:15 PM",210,"Chesapeake GHI","Content","Concurrent","Master class","Audio/radio","This session *will not* be recorded ⛔️","So you wanna make a podcast?","Jason Moon; Kara McGuirk-Allison; Rhaina Cohen","Center for investigative Reporting/Reveal/More To The Story | Producer/Editor, Embedded | Senior Reporter/Producer, New Hampshire Public Radio","This workshop is designed for the audio-curious who feel like they don't know where to start. What staffing do you need? How much might it cost? How long might it take? How can you make something that people will actually hear? How do you approach storyboarding, getting comfortable with the gear, scripting, voicing/tracking, storytelling? We'll cover enough of the basics that attendees will feel equipped to pitch and begin developing their ideas. Pre-registration is required and seating is limited.","Accepted",NA,NA,"1221593"
2026-06-19,"Friday","02:45 PM - 06:15 PM",210,"Maryland 1-2","Content","Concurrent","","","","Searching in the age of AI","Craig Silverman","Indicator","","Accepted",NA,NA,"1253749"
2026-06-19,"Friday","03:45 PM - 04:00 PM",15,"Conference-wide","Service / break","Concurrent","","","","15 min break","","","",NA,NA,NA,"260bb950-7a56-4287-8db0-285122b418db"
2026-06-19,"Friday","04:00 PM - 05:00 PM",60,"Maryland 3-4","Content","Concurrent","Hands-on training","Public records; Tools & tech","This session *will not* be recorded ⛔️","Find public records and leaks: The new OCCRP Aleph Pro","Ezana Ceman","Product Manager for Data Platforms, Organized Crime and Corruption Reporting Project","You’ve got a leak, a name, or a suspicious company — what’s your next move? In a world of complex financial secrecy, uncovering the truth demands data power. Join this hands-on workshop to master the all-new OCCRP Aleph Pro, holding over four billion records of leaks, sanctions, corporate registries, and beyond. For years, Aleph has been the backbone of hundreds of investigations, and we have now evolved it to meet the challenges of modern reporting. Bring your laptop and learn to cross-reference targets, generate structured entities from raw text, and map hidden connections into visual networks. You will also learn how to secure access to protected leaks curated for journalists, activists, and researchers. It's time to power your next investigation using Aleph Pro. Attendees will need to bring their own laptops (preferably no tablets) for the training.","Accepted",NA,NA,"1182046"
2026-06-19,"Friday","04:00 PM - 05:00 PM",60,"Maryland 5-6","Content","Concurrent","Hands-on training","Demo; Tools & tech","This session *will not* be recorded ⛔️","Catching the quiet changes: Automating website monitoring with Visualping","Kayla Zhu","Visualping","In this session, you'll learn how to use Visualping, an AI website change detection tool, to automatically monitor and get instant alerts for important changes to any websites you need to track for your beat, whether it's local court dockets, government agency websites, a politician's social media pages, or something else. We'll walk through setting up a Visualping alert, using different features and settings, and tips for using Visualping's AI criteria and summary features. Attendees are welcome to sign up for a free Visualping account at visualping.io to follow along. Attendees will need to bring their own laptops (preferably no tablets) for the training.","Accepted",NA,NA,"1177021"
2026-06-19,"Friday","04:00 PM - 05:00 PM",60,"Maryland A","Content","Concurrent","Panel","Video","This session *will* be recorded ✅","Scroll-stopping investigations: What works in vertical video","Mike Beaudet","Professor, Northeastern University/Investigative Reporter, WCVB-TV","Vertical video can help investigative journalism reach audiences who may never watch a newscast or read a long-form story — but not every story works the same way on TikTok, Instagram Reels, YouTube Shorts or other social platforms. In this session, journalists who are successfully producing vertical video will break down what works, what doesn’t, and how to make strong editorial choices without sacrificing depth, accuracy or impact. From format and scripting to audience strategy and monetization, this panel will offer practical takeaways for reporters and newsrooms at every stage.","Accepted",NA,NA,"1238604"
2026-06-19,"Friday","04:00 PM - 05:00 PM",60,"Maryland C","Content","Concurrent","Panel","","This session *will* be recorded ✅","Gossip, group chats and encrypted drives: How to root out non-public records and keep sources safe","Elizabeth Koh; John Skinner; Sara DiNatale; Susie Neilson","Freedom of the Press Foundation -- SecureDrop Engineering Manager | Investigative Reporter, The Boston Globe | Investigative Reporter, the San Francisco Chronicle | the San Francisco Chronicle, Policy and politics reporter","When journalists talk about obtaining records, often it's in the context of using open records laws to pry documents from reticent government officials. But what about when the documents you need aren't held by the government — they're tucked away in a hospital's record system, or on a scammy salesperson's iPhone? What if you don't even know what records you're looking for? During this panel, reporters Susie Neilson, Sara DiNatale and Elizabeth Koh will talk about creative techniques they've used for sourcing sensitive, non-public records, and how they used these records to produce impactful and award-winning investigations. Finally, John Skinner of SecureDrop will offer tips on how to keep sensitive sources safe from retribution by vindictive bosses or companies.","Accepted",NA,NA,"1177437"
2026-06-19,"Friday","04:00 PM - 05:00 PM",60,"National Harbor 10","Content","Concurrent","","Press freedom","This session *will not* be recorded ⛔️","Records access and the right to record: Newsgathering for covering law enforcement","","","Video of law enforcement in action and related public records are a powerful tool in accountability journalism — from covering police use-of-force incidents and protest responses, to immigration raids and other enforcement operations that happen out of public view. But the legal landscape around capturing and accessing footage of law enforcement, and obtaining public records around the actions of individual officers and departments, is complex and changing. This session brings together journalists and legal experts to explore shifts in the right to record officers in public, including ongoing legal challenges to police “buffer zone” laws nationwide; using local law enforcement footage to scrutinize federal immigration enforcement; the use of drones for newsgathering amid efforts to establish no-fly zones around law enforcement operations; and the varied sources for public records and footage that can be mined to investigate problem offers and departments.","Accepted",NA,NA,"1238746"
2026-06-19,"Friday","04:00 PM - 05:00 PM",60,"National Harbor 11","Content","Concurrent","Panel","Audio/radio","This session *will* be recorded ✅","Bringing collaborative investigations to life across print and audio","Brian Howey; Mukta Joshi; Najib Aminy; Nate Rosenfield; Sona Patel","Local Investigations Fellow, The New York Times | Program and Editorial Director, Local Investigations Fellowship, The New York Times | Reporter and producer, Reveal  | The Bell Project | The Bell Project - Co-Founder","Collaborations between print and audio journalists have the power to bring stories to life, take listeners inside the reporting process and produce the kind of deeply engaging work that defines modern journalism. In this panel, you'll hear from journalists who successfully navigated print-audio collaborations that have resonated nationally. They'll also explore how to adapt an investigation for different platforms and how to juggle managing podcast production, reporting and editing needs for print stories. They’ll also discuss the pros and cons of working in two mediums simultaneously.","Accepted",NA,NA,"1233356"
2026-06-19,"Friday","04:00 PM - 05:00 PM",60,"National Harbor 12-13","Content","Concurrent","Hands-on training","","","Video show & tell: Anything goes with Kara Kenney","Kara Kenney","WRTV Investigative Reporter","Sign up to “Show & Tell” us about your best work and get constructive feedback from the moderator and audience. Sign-ups are required for presenters. Each presenter will have 15 minutes to share their work and receive feedback. All are welcome to attend! Sign up here: https://www.signupgenius.com/go/10C084CA8AC29A4FBCE9-64418022-video *These sessions will not be recorded.","Accepted",NA,NA,"1242496"
2026-06-19,"Friday","04:00 PM - 05:00 PM",60,"National Harbor 2","Content","Concurrent","Panel","","This session *will* be recorded ✅","The health care beat: following the money, power, and patients","Cynthia Dizikes; Daniel Chang; Joaquin Palomino; Katie Campbell","Investigative Reporter, San Francisco Chronicle | KFF Health News | ProPublica documentary filmmaker / journalist | San Francisco Chronicle Investigative Reporter","Reporting on health care can feel confusing and overwhelming. The good news is that there are reams of public records and data to get you started at both the state and federal level. This session will show you where to begin when launching on a health care investigation, from official accounts of deficient care to detailed financial records that can shed light on business decisions that impact staff and patients. We'll also explore the challenges and careful considerations that must be made when filming inside hospitals and detailing patient stories.","Accepted",NA,NA,"1182096"
2026-06-19,"Friday","04:00 PM - 05:00 PM",60,"National Harbor 3","Content","Concurrent","Panel","","This session *will* be recorded ✅","Save Our Signs: Reporting on the federal push to rewrite history","Michael Corey; Molly Blake","Associate Director, Mapping Prejudice | Social Sciences Librarian","In March 2025, the Trump administration issued Executive Order 14253, entitled “Restoring Truth and Sanity to American History,” which ordered a massive review of public monuments, signs and exhibits at National Park Service (NPS) sites to ensure that they do not “inappropriately disparage Americans past or living.” At least 57 educational signs have already been removed or altered at 10 NPS sites, and, according to a leaked internal database, government officials have flagged educational materials for review at more than 150 NPS sites. In response, a group of librarians and public historians formed Save Our Signs, a crowdsourced research project to create the Save Our Signs Archive: a centralized, open access archive dedicated to photos of National Parks signs. The SOS Archive has already been used by many journalists. In this panel, Save Our Signs team members will outline the real scope and impacts of EO 14253 and debunk common misconceptions. Attendees will learn about the opportunities and challenges facing journalists working with government sources, ranging from data sets, documents, media, and even interpretative materials at National Parks sites. In addition, we will discuss the opportunities and challenges of working with crowdsourced collections like the SOS Archive.","Accepted",NA,NA,"1204495"
2026-06-19,"Friday","04:00 PM - 05:00 PM",60,"National Harbor 4-5","Content","Concurrent","Panel","","This session *will* be recorded ✅","Teaching the truth: innovations and imperatives in investigative journalism education for 2026","Liz Lucas; Martha Mendoza; Mc Nelly Torres; Michael Corey","Associate Director, Mapping Prejudice | FRONTLINE/PBS | Independent Journalist, editor & forthcoming book author | Missouri School of Journalism","The landscape of misinformation, media disruption, and AI is evolving quickly, and so must we educators adjust to prepare the next generation of investigative journalists. This session presents contemporary approaches, pedagogical frameworks, and practical tools for teaching investigative reporting to undergraduates and graduate students in 2026. Participants will discuss how to integrate data literacy, digital verification, accountability reporting, collaborative methodologies, and ethical decision-making into our lessons, balanced with traditional skills like sourcing, narrative construction, and public records mastery. We’ll examine case studies of successful course designs, experiential learning models and strategies to help students navigate live investigations responsibly and safely. The session also addresses emerging challenges such as AI’s impact on reporting workflows and media credibility; teaching students to critically assess generated content; and preparing them for cross-border, multimedia, and solutions-oriented investigative work. Attendees will leave with actionable ideas for syllabi, assignments, and assessment practices that reflect the demands and possibilities of investigative journalism in 2026.","Accepted",NA,NA,"1146010"
2026-06-19,"Friday","05:00 PM - 05:15 PM",15,"Conference-wide","Service / break","Concurrent","","","","15 min break","","","",NA,NA,NA,"5f65e07b-0d80-4492-915b-3dcac8c3e930"
2026-06-19,"Friday","05:15 PM - 06:15 PM",60,"Maryland 3-4","Content","Concurrent","Hands-on training","","This session *will not* be recorded ⛔️","Turn document dumps into promising leads with Claude","Aidan Hughes","Data Journalist, Howard Center for Investigative Journalism","Have you ever had to sort through hundreds—or even thousands—of public records to find the stories buried inside? In this hands-on session, you'll learn how to use the Claude API to sort through huge troves of documents and pull out the information you're looking for. We'll identify leads hidden in Foreign Agent Registration Act filings as a case study, and you'll walk away with a plug-and-play template that's ready to use for your own projects. Some coding experience is helpful for this session, but not required. Attendees will need to bring their own laptops (preferably no tablets) for the training.","Accepted",NA,NA,"1190146"
2026-06-19,"Friday","05:15 PM - 06:15 PM",60,"Maryland 5-6","Content","Concurrent","Demo","","This session *will* be recorded ✅","Introducing the new IRE Resource Center","Derek Willis","University of Maryland","The new IRE Resource Center is here! Members can now access an enhanced, user-friendly search interface with more opportunities to easily surface thousands of tipsheets, contest entries and other training materials. In this session, the people behind the app will demonstrate its features, talk about how it was made and solicit live feedback from the audience.","Accepted",NA,NA,"1188411"
2026-06-19,"Friday","05:15 PM - 06:15 PM",60,"Maryland A","Content","Concurrent","Panel","Video","","Is it AI? Verifying video and other materials during breaking news","LaMonica Peters; Steve Staeger","Consumer Investigator, KUSA-TV, Denver | The LA Local, Reporter","Description: When news breaks, one of the first things we do is head to social media to see if anyone nearby captured the moment. But how do you know if what you're seeing is real and not AI-generated? This panel will offer tips, tools and verification protocols for social media and other videos circulating on the internet.","Accepted",NA,NA,"1250253"
2026-06-19,"Friday","05:15 PM - 06:15 PM",60,"Maryland C","Content","Concurrent","","","This session *will not* be recorded ⛔️","Networking: Journalists of color, sponsored by ProPublica","Kayla Solomon","Investigative Reporter - FOX13 Memphis (WHBQ)","Mix and mingle, meet friends old and new, and build your professional community in this fun and informal networking session. This session is for journalists of color. This session is sponsored by ProPublica. IRE retains control of content, including the topic and speaker selection, for all conference sessions.","Accepted",NA,NA,"1238771"
